58,111,21
55,110,5
56,10C,682
81,10D,0
62,104,26
57,111,21
57,10E,-2
57,10C,684
67,10D,0
56,104,25
57,111,21
58,10C,681
74,10D,0
56,104,25
59,111,21
60,10B,47
56,10C,673
69,10D,0
57,104,27
58,111,21
60,110,5
57,10C,668
74,10D,0
59,104,26
54,111,21
56,10E,-2
57,10C,683
68,10D,0
57,104,26
59,111,21
61,10C,663
68,10D,0
56,104,25
56,111,21
57,10B,47
56,10C,672
75,10D,0
56,104,25
56,111,21
58,110,5
55,10C,698
69,10D,0
56,104,26
56,111,21
57,10E,-3
56,10C,685
68,10D,0
57,104,25
56,111,21
56,10C,680
70,10D,0
55,104,25
57,111,21
57,10B,46
81,10C,682
75,10D,0
56,104,26
56,111,21
59,110,5
54,10C,674
69,10D,0
56,104,27
56,111,21
57,10E,-3
57,10C,667
67,10D,0
58,104,26
55,111,21
56,10C,691
69,10D,0
57,104,25
57,111,21
56,10B,46
55,10C,662
71,10D,0
55,104,26
57,111,21
56,110,5
56,10C,669
69,10D,0
56,104,26
56,111,21
57,10E,-3
57,10C,680
68,10D,0
57,104,27
56,111,21
57,10C,678
75,10D,0
55,104,25
57,111,21
57,10B,46
56,10C,683
68,10D,0
57,104,25
55,111,21
56,110,5
57,10C,683
69,10D,0
56,104,25
58,111,21
61,10E,-2
57,10C,677
68,10D,0
57,104,26
56,111,21
62,10C,686
69,10D,0
57,104,25
56,111,21
56,10B,46
56,10C,691
69,10D,0
56,104,25
57,111,21
56,110,5
56,10C,689
71,10D,0
54,104,26
56,111,21
58,10E,-3
55,10C,690
70,10D,0
57,104,26
55,111,21
56,10C,677
69,10D,0
57,104,25
56,111,21
56,10B,46
57,10C,669
74,10D,0
58,104,25
55,111,21
56,110,5
57,10C,689
68,10D,0
56,104,25
58,111,21
55,10E,-3
57,10C,683
68,10D,0
56,104,25
58,111,21
56,10C,682
68,10D,0
58,104,25
54,111,21
63,10B,46
56,10C,680
70,10D,0
56,104,25
56,111,21
56,110,5
57,10C,687
75,10D,0
56,104,25
76,111,21
66,10E,-3
58,10C,671
69,10D,0
57,104,25
55,111,21
60,10C,673
72,10D,0
56,104,25
58,111,21
55,10B,46
57,10C,682
68,10D,0
56,104,26
57,111,21
62,110,5
61,10C,677
70,10D,0
56,104,25
58,111,21
56,10E,-3
58,10C,682
73,10D,0
56,104,25
57,111,21
56,10C,679
75,10D,0
56,104,25
57,111,21
56,10B,46
56,10C,682
69,10D,0
56,104,25
59,111,21
60,110,5
56,10C,670
71,10D,0
54,104,25
57,111,21
56,10E,-2
58,10C,667
68,10D,0
57,104,25
55,111,21
58,10C,687
67,10D,0
59,104,25
54,111,21
57,10B,46
55,10C,688
70,10D,0
55,104,25
63,111,21
62,110,5
58,10C,697
67,10D,0
62,104,22
58,111,21
55,10E,-2
58,10C,696
67,10D,0
60,104,25
53,111,21
57,10C,689
68,10D,0
58,104,24
57,111,21
61,10B,45
56,10C,686
69,10D,0
56,104,23
57,111,21
58,110,5
54,10C,690
71,10D,0
55,104,25
56,111,21
56,10E,-2
60,10C,674
73,10D,0
54,104,25
57,111,21
56,10C,660
76,10D,0
56,104,24
55,111,21
63,10B,45
58,10C,676
68,10D,0
56,104,23
57,111,21
56,110,5
56,10C,685
75,10D,0
57,104,24
55,111,21
57,10E,0
56,10C,671
75,10D,0
56,104,23
57,111,21
63,10C,678
67,10D,0
76,104,24
57,111,21
57,10B,45
55,10C,689
75,10D,0
56,104,23
57,111,21
58,110,4
54,10C,668
69,10D,0
56,104,24
56,111,21
57,10E,-1
58,10C,679
68,10D,0
55,104,22
56,111,21
58,10C,685
69,10D,0
56,104,24
56,111,21
56,10B,44
57,10C,667
69,10D,0
56,104,23
56,111,21
56,110,5
56,10C,673
69,10D,0
56,104,23
57,111,21
56,10E,0
56,10C,680
69,10D,0
56,104,25
58,111,21
55,10C,671
69,10D,0
56,104,24
56,111,21
57,10B,44
56,10C,680
68,10D,0
57,104,25
56,111,21
56,110,5
58,10C,678
67,10D,0
59,104,25
55,111,21
56,10E,-1
56,10C,679
75,10D,0
57,104,23
57,111,21
56,10C,681
74,10D,0
56,104,23
57,111,21
58,10B,45
54,10C,687
70,10D,0
55,104,24
57,111,21
56,110,5
59,10C,672
73,10D,0
55,104,25
57,111,21
56,10E,-1
56,10C,671
69,10D,0
58,104,24
56,111,21
55,10C,689
69,10D,0
57,104,23
56,111,21
63,10B,45
56,10C,680
69,10D,0
56,104,25
56,111,21
58,110,5
55,10C,676
69,10D,0
56,104,24
56,111,21
56,10E,0
59,10C,680
73,10D,0
56,104,25
56,111,21
57,10C,670
68,10D,0
56,104,23
60,111,21
60,10B,45
55,10C,685
70,10D,0
56,104,25
57,111,21
56,110,5
62,10C,680
88,10D,0
56,104,24
56,111,21
61,10E,0
52,10C,672
70,10D,0
55,104,23
57,111,21
55,10C,695
70,10D,0
56,104,23
57,111,21
57,10B,44
55,10C,661
69,10D,0
56,104,25
57,111,21
58,110,5
54,10C,673
70,10D,0
55,104,23
56,111,21
57,10E,-1
56,10C,685
69,10D,0
58,104,23
54,111,21
57,10C,685
68,10D,0
57,104,23
56,111,21
56,10B,45
57,10C,685
68,10D,0
56,104,24
60,111,21
62,110,5
54,10C,675
69,10D,0
57,104,24
56,111,21
56,10E,-2
62,10C,688
69,10D,0
57,104,23
56,111,21
56,10C,676
69,10D,0
56,104,24
58,111,21
55,10B,45
62,10C,681
75,10D,0
58,104,25
55,111,21
57,110,5
55,10C,684
71,10D,0
55,104,23
58,111,21
54,10E,-1
57,10C,687
69,10D,0
56,104,24
56,111,21
59,10C,678
74,10D,0
55,104,26
56,111,21
56,10B,45
58,10C,673
67,10D,0
60,104,25
53,111,21
56,110,5
57,10C,685
69,10D,0
56,104,23
57,111,21
56,10E,-1
56,10C,697
68,10D,0
57,104,24
56,111,21
57,10C,681
69,10D,0
57,104,25
54,111,21
58,10B,45
55,10C,677
76,10D,0
56,104,25
56,111,21
58,110,5
55,10C,673
75,10D,0
57,104,25
55,111,21
63,10E,0
58,10C,676
69,10D,0
55,104,23
64,111,21
54,10C,681
88,10D,0
62,104,27
58,111,22
55,10B,48
56,10C,664
69,10D,0
56,104,31
57,111,22
62,110,6
56,10C,685
70,10D,0
55,104,30
58,111,22
58,10E,-3
53,10C,680
71,10D,0
55,104,30
58,111,22
55,10C,682
70,10D,0
55,104,27
56,111,22
57,10B,52
56,10C,684
68,10D,0
58,104,27
55,111,22
56,110,6
57,10C,688
68,10D,0
57,104,34
56,111,24
56,10E,-4
57,10C,756
68,10D,0
58,104,32
55,111,23
56,10C,779
69,10D,0
56,104,31
57,111,23
56,10B,55
56,10C,790
70,10D,1
68,104,30
58,111,23
55,110,7
56,10C,758
69,10D,1
56,104,30
65,111,23
60,10E,-4
56,10C,754
75,10D,1
58,104,30
55,111,23
56,10C,740
69,10D,2
71,104,29
55,111,23
56,10B,54
56,10C,740
69,10D,2
57,104,29
57,111,23
56,110,7
55,10C,726
69,10D,2
56,104,30
56,111,23
60,10E,-2
53,10C,740
70,10D,2
56,104,30
55,111,23
57,10C,745
68,10D,2
57,104,29
57,111,21
55,10B,52
57,10C,700
68,10D,3
70,104,26
56,111,21
56,110,5
57,10C,709
68,10D,3
57,104,26
56,111,21
56,10E,2
57,10C,692
68,10D,3
58,104,27
55,111,21
56,10C,700
70,10D,3
56,104,26
55,111,21
57,10B,50
56,10C,708
69,10D,3
65,104,27
54,111,21
56,110,5
69,10C,680
75,10D,4
71,104,26
54,111,21
56,10E,4
57,10C,682
