
744, 0
746, 0
744, 0
731, 0
714, 0
710, 0
699, 0
684, 0
681, 0
686, 0
692, 0
700, 0
710, 0
704, 0
706, 0
693, 0
675, 0
673, 0
674, 0
688, 0
707, 0
712, 0
714, 0
714, 0
714, 0
705, 0
700, 0
701, 0
691, 0
684, 0
676, 0
657, 0
650, 0
654, 0
666, 0
677, 0
680, 0
684, 0
687, 0
641, 0
571, 0
579, 0
700, 0
820, 0
862, 0
869, 0
836, 0
799, 0
775, 0
777, 0
772, 0
761, 0
742, 0
730, 0
720, 0
717, 0
714, 0
722, 0
723, 0
703, 0
682, 0
686, 0
689, 0
630, 0
559, 0
544, 0
596, 0
787, 0
911, 0
866, 1
794, 1
734, 2
966, 2
1004, 3
900, 3
749, 4
703, 4
750, 5
834, 5
875, 5
924, 5
910, 6
828, 6
750, 6
756, 6
762, 6
799, 6
814, 5
797, 5
796, 4
796, 4
795, 3
806, 2
800, 2
801, 0
820, 0
812, 0
802, 0
949, 0
1056, 0
938, 0
831, 0
1088, 1
1603, 2
1865, 5
1901, 7
1829, 10
1354, 11
1152, 11
1258, 11
1662, 11
1888, 13
1755, 14
1484, 15
1318, 15
1250, 15
1184, 16
1161, 16
1155, 16
1199, 16
1200, 17
1235, 17
1218, 18
1162, 18
1141, 18
1107, 17
1072, 17
1018, 17
1004, 16
988, 15
1014, 15
1064, 14
1121, 14
1160, 13
1161, 13
1175, 12
1168, 12
1139, 12
1049, 11
1017, 11
939, 10
850, 8
784, 6
683, 4
648, 3
653, 2
694, 1
729, 1
729, 1
724, 1
718, 2
715, 2
711, 1
706, 1
708, 0
730, 0
723, 1
697, 1
651, 1
876, 2
1027, 3
1211, 3
1576, 5
1873, 7
1936, 10
1963, 12
1953, 15
2014, 17
2071, 19
2140, 21
2136, 23
2127, 25
2053, 27
2036, 28
2065, 30
2121, 32
2170, 34
2212, 35
2232, 37
2243, 39
2267, 40
2295, 42
2318, 43
2317, 45
2331, 46
2339, 47
2368, 48
2373, 50
2385, 51
2406, 52
2399, 53
2420, 54
2431, 55
2418, 56
2429, 57
2438, 58
2465, 59
2452, 60
2416, 61
2397, 62
2342, 63
2328, 63
2323, 64
2323, 65
2308, 65
2306, 66
2323, 67
2326, 67
2326, 68
2332, 68
2334, 69
2325, 70
2331, 70
2336, 71
2354, 71
2354, 72
2327, 72
2311, 73
2312, 73
2287, 74
2295, 74
2296, 74
2287, 75
2258, 75
2159, 76
2101, 76
2049, 76
1997, 76
1990, 77
1971, 77
1985, 77
1975, 77
1986, 77
1962, 77
1951, 78
1939, 78
1919, 78
1915, 78
1916, 78
1929, 79
1927, 79
1920, 79
1916, 79
1931, 79
1934, 79
1924, 79
1919, 80
1898, 80
1797, 80
1720, 79
1533, 79
1456, 79
1384, 79
1362, 78
1344, 78
1333, 78
1323, 77
1329, 77
1319, 77
1308, 76
1300, 76
1302, 76
1289, 75
1284, 75
1281, 75
1283, 74
1289, 74
1364, 74
1427, 75
1445, 75
1446, 75
1454, 75
1452, 75
1450, 75
1414, 75
1416, 75
1408, 75
1373, 75
1340, 75
1327, 75
1315, 75
1297, 75
1292, 74
1299, 74
1296, 74
1298, 74
1300, 74
1299, 74
1287, 74
1300, 74
1289, 74
1300, 74
1300, 73
1291, 73
1302, 73
1299, 73
1288, 73
1301, 73
1301, 73
1294, 73
1293, 72
1293, 72
1288, 72
1295, 72
1301, 72
1293, 72
1298, 72
1310, 72
1313, 72
1323, 72
1367, 72
1453, 72
1522, 72
1552, 73
1562, 73
1571, 73
1576, 73
1581, 73
1568, 73
1576, 73
1565, 73
1567, 74
1575, 74
1566, 74
1575, 74
1564, 74
1564, 74
1554, 74
1553, 75
1543, 75
1532, 75
1522, 75
1521, 75
1531, 76
1516, 76
1497, 76
1467, 76
1446, 76
1439, 76
1418, 76
